"","X1","plate_rxn_ID","plate_pos_seq","plate_pos_factor","well","methylation","analysis_status","assay_notes","dup1","dup2","stdev","cv","drift_est","meth_adjust","stock_notes","cc_notes","rxn_notes","sample_id","id","kay.code","darting.date","new.box","cell","sample.type","sample.state.quality","tissue.origin","orig.vol.uL","orig.conc.ng.uL","num.freeze.thaw.cyc","last.freeze.thaw.date","samp.select.note","luma.assay.num","luma.notes","hyena","ear.tag.number","code.number.on.samples","found.dead","darter","location","gpsutme","gpsutmn","sex","age.class","natal.or.immigrant","reproductive.status","repro.stat.code","mass","telazol.dose","telazol.booster","darting.time","time.down","blood.sampling.time","radio.collared","radio.freq","radio.serial.num","gn.rh","num.edtawhole.blood","num.edtaplasma","num.edtabuffy.coat","num.serum","num.rbc","num.heparin.plasma","num.urine","num.paste","num.tissues","dnaextracted","num.thin.blood.smears","num.thick.blood.smears","ultrasound","num.fetuses","num.heartbeats","ultrasound.other","fetus.length.r.l.","parasites","parasite.ticks","parasites.lionfiles","parasites.other","glucose.grn.red.","glucose.green","glucose.red","pcv","wbc","rbc","knott.s.microfilaria","total.solids","zygo.to.top.crest","zygo.to.back.crest","eye.to.ear","ear.length","skull.length","head.circ","zygo.breadth","body.length","tail.length","neck.circ","girth","leg.side","front.ft.len","lower.leg.length","upper.leg.length","scapula.length","ht.at.shoulder","hind.ft.length","test.nip.length","test.nip.width","tooth.side","incisors","up.canine.ht","up.pm2len","up.pm3len","up.pm4len","upper.row.len","lower.row.len","low.row.with.m1len","m1length","low.pm4len","low.pm3len","low.pm2len","low.canine.ht","rt.low.pm3ht","lft.low.pm3ht","rt.low.pm3surf","lft.low.pm3surf","cavities.broken.teeth","kid.teeth","body.condition","scars.wounds","dartsheet.comments","reaction.to.darting","notes","num.wbc","num.rtbuffer","other.collected","temperature","respiration","heart.rate","body.fat","old.code.number","old.2nd.number","age.at.darting.days","age.at.darting.note","first.seen","den.grad","disappeared","mom","birthdate","number.littermates","litrank","mortality.source","death.date","weaned","clan","park","grad.age.mon","wean.age.mon","age.mon","age.cat","rank_year","hum.pres","lit.size","samp_year","dna_extrct_mth","mom.absrank","mom.strank","mom.strank.quart.order","mom.strank.quart","absrank","strank","strank.quart.order","strank.quart","prim.prey.3.6","prim.prey.6.9","prim.prey.birth.3","prim.prey.gest","prim.prey.peri.concpt","num.transects.3.6","num.transects.6.9","num.transects.birth.3","num.transects.gest","num.transects.peri.concpt","age.inter","samp_year_cnt"
"89",89,"p2r3",33,2,"E9",77.60340637,"y",NA,77.72841104,77.4784017,0.176783301,0.227803532,-0.0757461757587442,77.6109809875759,NA,NA,NA,506,"buar",845,2012-05-26,"DNA_14",9,"DNA","O","WB",150,NA,NA,NA,"orig samps, plates 1-4",1,NA,"buar",NA,845,0,"eds,keh","288 m nw-cheetah tree",748396,9837854,"f",NA,"natal","pregnant?","pregnant?",57.8,2.5,1,2012-05-26 01:50:00,2012-05-26 01:54:00,2012-05-26 01:59:00,0,"150.6","599503",0,2,0,1,5,1,5,0,1,"1 hair",2,3,1,0,NA,NA,NA,NA,"none",0,0,0,"56/54",56,54,30,NA,NA,NA,6.8,13,16.3,11.5,9.4,27.5,NA,NA,96.5,23.6,49.5,78.5,"r",16.4,25.8,26,25,74.3,22.5,38.96,NA,"r",22.33,25.99,14.09,20.69,35.17,95.55,77.69,NA,NA,21.3,19.91,12.75,25.77,18.93,19.6,3.11,2.89,"none","none","good, fat","one small bite wound on left ear/ eye warts","tried to express milk without ot; got a few ul of colostrum/milk?",1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2010-01-30,2010-08-03,NA,"hel",2009-12-18,1,2,NA,NA,2010-06-27,"talek",NA,228,191,29.2,"adult",2009,"hi","twin",2012,"old",3,0.80952381,4,"Q4",NA,NA,NA,NA,1.45806292366273,0.557384474156537,-0.237125659700011,-0.559018799153032,-0.302138524817454,20,15,18,15,16,"adult",5.60266666666666
"90",90,"p2r3",37,2,"G1",77.48070461,"y",NA,77.38254807,77.57886116,0.138814321,0.179159859,-0.0757461757587442,77.498378717677,NA,NA,NA,513,"obam",808,2012-06-07,"DNA_14",17,"DNA","O","WB",100,NA,NA,NA,"orig samps, plates 1-4",1,NA,"obama",NA,808,0,"eds,keh,bmp,jmp","444m sw-t-bay",744543,9840646,"f",NA,"natal","unknown","unknown",49.2,2.5,NA,2012-06-07 01:27:00,2012-06-07 01:31:00,2012-06-07 01:40:00,0,NA,NA,0,2,0,1,5,1,4,0,0,"1 hair",2,3,1,0,NA,NA,NA,NA,"lf, ti",0,0,0,"62/62",62,62,41.08,NA,NA,NA,7.6,11.6,15.5,11.5,9.5,29.9,51.4,NA,105,26.5,40.8,72,"l",18,28.5,24.3,28.2,78.5,24.2,21.58,NA,"l",21.07,25.18,13.69,20.62,34.33,97.68,80.03,NA,NA,20.18,19.72,14.29,23.96,16.73,16.61,5.46,5.6,"2","none","good","horrible snare cut on neck;open & oozing. 2"" cut in left armpit","removd heavy snare fron neck; tried to express milk w/out ot but none there",2.25,"6 bacterial swabs collected",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2008-12-07,2009-07-16,2014-04-12,"nav",2008-11-13,1,2,"poison (april 2014 incident)",2014-04-12,NA,"talek",NA,245,NA,42.8,"adult",2008,"med","twin",2012,"old",15,-0.75,1,"Q1 (lowest)","39","-0.853658537",2,"Q2",-1.56675706308343,-0.211851170219609,-0.933465711933952,0.332712335104261,-0.271887292081477,2,11,8,16,15,"adult",5.60266666666666
"91",91,"p2r3",46,2,"G10",74.77099493,"y",NA,74.1230189,75.41897097,0.916376497,1.225577509,-0.0757461757587442,74.8113928904047,NA,NA,NA,536,"eco",486,2002-10-26,"DNA_14",52,"DNA","R","WB",591,NA,1,"14-Jul-14","orig samps, plates 1-4",1,NA,"eco",NA,NA,0,"jmk, mag","100m w - drift isl d",734376,9842126,"f",NA,"natal","lactating (may have just given birth)","lactating",59.7,2.1,2.2,2002-10-26 00:43:00,2002-10-26 00:48:00,2002-10-26 01:20:00,0,"150.33","496435",0,2,3,NA,5,1,6,NA,1,NA,2,3,1,0,0,NA,"may have just given birth",NA,"ti",0,0,0,"74/73",74,73,19.51,NA,NA,NA,NA,13,17.5,13.5,9.5,30,53,16.9,86.5,23,49,81,"l",19,25.5,25,27,78,24.5,43.3,NA,"l",21.2,27.7,13.2,20.6,33.9,98.3,82.9,104.5,22.2,20.5,19,12.7,17.9,15.8,15.8,5.7,5.5,"4",NA,"good","quarter sized old scar in bottom middle left stomach, dime size old scar back middle lft hip, 2"" long scar middle rt hip, thin 2"" long old scar behind lft ear","phallus may have recently been torn by birth",NA,NA,NA,NA,NA,NA,NA,NA,NA,486,NA,NA,NA,2001-08-09,NA,2006-02-25,NA,NA,NA,NA,"lions",2006-02-25,NA,"mara.river",NA,NA,NA,47,"adult",NA,"low",NA,2002,"old",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"adult",-4.39733333333334
"92",92,"p2r3",38,2,"G2",77.06609372,"y",NA,77.40161981,76.73056763,0.474505547,0.615712467,-0.0757461757587442,77.0862927002023,NA,NA,NA,515,"neon",652,2012-06-15,"DNA_14",19,"DNA","O","WB",100,NA,NA,NA,"orig samps, plates 1-4",1,NA,"neon",NA,652,0,"eds,keh,","200 m nw-top saga lugga",745952,9838391,"f",NA,"natal","bado","bado",32.4,1.8,NA,2012-06-15 01:08:00,2012-06-15 01:12:00,2012-06-15 01:23:00,0,NA,NA,0,2,0,1,5,1,4,0,1,"1 hair",2,3,1,0,NA,NA,NA,NA,"ticks, lionflies",0,0,0,"72/81",72,81,27.685,NA,NA,NA,6.9,9.8,13.5,11.3,8.4,25,40.8,NA,86,21.5,39,61,"l",17,24.8,22.5,24,70,21,22.24,NA,"r",23.97,19.46,15.72,21.12,36.12,90.13,72.17,NA,NA,21.06,20.26,14.44,25.95,20.6,20.49,1.33,1.76,"0","none","good","dijme-szie scaer on rt scapula; rt front armpit has healing bite wounds","adult teeth still erupting; virus on rt rear leg",2,"6 bacterial swabs collected",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2011-04-27,2011-11-18,NA,"yog",2010-12-26,0,NA,NA,NA,2011-12-05,"talek",NA,327,344,17.6,"subadult",2010,"hi","single",2012,"old",22,-0.555555556,1,"Q1 (lowest)",NA,NA,NA,NA,-0.823870745399199,-0.0357609249215529,-0.390616186886055,0.327356997987097,0.940252815300379,15,14,6,18,15,"subadult",5.60266666666666
"93",93,"p2r3",39,2,"G3",77.90164979,"y",NA,78.00690585,77.79639372,0.14885455,0.191080099,-0.0757461757587442,77.9243736427276,NA,NA,NA,516,"radn",608,2012-06-05,"DNA_14",20,"DNA","O","WB",100,NA,NA,NA,"orig samps, plates 1-4",1,NA,"radn",NA,608,0,"eds,keh,smd","nn hill",748045,9837155,"m",NA,"natal","ok","ok",38.2,2,NA,2012-06-05 03:25:00,2012-06-05 03:29:00,2012-06-05 03:35:00,0,NA,NA,0,2,0,1,5,1,4,0,2,"1 hair",2,3,1,0,NA,NA,NA,NA,"lf",0,0,0,"64/63",64,63,35.215,NA,NA,NA,6.3,12,14.6,11.3,10,27.5,47.7,NA,93,22.3,42,71,"r",19.3,26,24.3,25.2,75,21.7,34.33,32.03,"r",22.07,26.5,14.6,20.92,35.03,97.5,81.61,NA,NA,21.95,20.22,15.11,25.1,18.78,18.61,3.92,3.18,"none","none","good but a bit thin","one inch long scar on rt shoulder; virus on face",NA,1.5,"6 bacterial swabs collected",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2010-04-06,2010-10-09,2012-11-04,"yog",2010-01-13,1,2,NA,NA,2010-09-09,"talek","tk",269,239,28.7,"adult",2010,"hi","twin",2012,"old",22,-0.555555556,1,"Q1 (lowest)",NA,NA,NA,NA,1.68456751689151,1.13152701793199,0.0591935362961193,-0.510775762265635,-0.859642759945879,17,17,21,18,13,"adult",5.60266666666666
"94",94,"p2r3",40,2,"G4",79.43279459,"y",NA,79.91656168,78.9490275,0.684149978,0.861294106,-0.0757461757587442,79.4580433152529,NA,NA,NA,520,"ein",371,2011-12-20,"DNA_14",25,"DNA","O","WB",75,NA,NA,NA,"orig samps, plates 1-4",1,NA,"einstein",NA,371,0,"eds,msl,bmp,smd","557m n nopse t",741596,9841512,"f",NA,"natal","lactating","lactating",63.2,2.5,1,2011-12-20 01:46:00,2011-12-20 01:49:00,2011-12-20 01:52:00,0,"151.21","8033?",0,3,0,0,4,1,5,0,1,"0",2,5,1,0,NA,NA,NA,NA,NA,0,0,0,"70",NA,70,2.45,NA,NA,NA,7.2,12.5,17.1,11.1,9.7,27.5,52.1,16.6,99.5,21.8,47.5,79.5,"l",17.4,46,26,27.6,78.5,26.8,37.64,NA,"r",21.56,28.44,12.8,21.21,33.35,97.9,79.44,NA,NA,19.83,19.67,12.07,24.5,15.93,16.82,6.48,6.32,"food stuck in teeth, cavities in r pm4","none","good","old puncture wounds upper left side and right thigh","followed for 15 minutes shot and missed found her so'd  drove 700 m's away and did call in and shot her when she arrived , after the shot nikk arrived and approached her while she was drunk lost interest and left.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2007-05-06,NA,NA,"bel",2006-04-30,1,NA,NA,NA,NA,"fig.tree",NA,NA,NA,67.7,"adult",2006,"med",NA,2011,"old",NA,NA,NA,NA,NA,NA,NA,NA,0.226331758153082,-0.402599206886051,-0.0239287256085649,-0.275500951773725,-1.29690098357601,12,8,10,12,11,"adult",4.60266666666666
"95",95,"p2r3",41,2,"G5",79.85193687,"y",NA,79.65825988,80.04561386,0.273900625,0.343010622,-0.0757461757587442,79.8797104677782,NA,NA,NA,522,"jut",267,2002-04-23,"DNA_14",27,"DNA","O","WB",400,NA,NA,NA,"orig samps, plates 1-4",1,NA,"jut",360,NA,0,"saw, keh","200m ne twsii",751082,9836981,"f",NA,"natal","lactating","lactating",51.8,2.2,NA,2002-04-23 11:38:00,2002-04-23 11:45:00,2002-04-23 11:47:00,0,"150.18","54077",0,2,2,NA,4,1,4,NA,1,NA,2,NA,NA,0,0,NA,NA,NA,"lf",0,0,0,"62/58",62,58,42.69,14400,8660000,"hook",6.5,14,17,NA,8.5,29.5,52,NA,105,25,47,86,"l",19,23.5,27.5,28,74,23,23,NA,"r",21.55,28,13.5,21.08,33.95,96.95,80.65,NA,NA,21.6,18.4,11.4,26.2,18.3,18,5.05,4.85,"0","none","excellent","phallus torn as though she gave birth recently","given eartag 360 but the tag was bent so we expect it to pull out soon, ultrasound revealed two empty uterine horns",NA,NA,NA,NA,NA,NA,NA,NA,NA,360,NA,1240,NA,1999-01-29,1999-06-20,2003-11-24,"ger",1998-11-30,1,1,NA,NA,1999-12-24,"talek","tk",202,389,40.7,"adult",1998,"low","twin",2002,"old",13,0,2,"Q2","8","-0.166666667",1,"Q1 (lowest)",-0.419870815662554,0.549304653590164,-0.437085796034124,2.75841003218235,1.56749219816292,12,12,12,12,12,"adult",-4.39733333333334
"96",96,"p2r3",42,2,"G6",81.2972558,"y",NA,81.45905245,81.13545914,0.228815023,0.281454793,-0.0757461757587442,81.3275542703035,NA,NA,NA,525,"bora",636,2012-06-01,"DNA_14",30,"DNA","O","WB",75,NA,NA,NA,"orig samps, plates 1-4",1,NA,"bora",NA,636,0,"eds,keh,msl","200m n-lone tree",748135,9837012,"f",NA,"natal","bado","bado",33,1.6,NA,2012-06-01 02:09:00,2012-06-01 02:19:00,2012-06-01 02:26:00,0,NA,NA,0,2,0,1,4,1,5,0,1,"1 hair",2,3,1,0,NA,NA,NA,NA,"lf, lice???",0,0,0,"58/71",58,71,44.06,NA,NA,NA,6.8,9.6,14.8,10.7,9.8,25.9,44.3,NA,87,20.7,43.8,67.2,"l",18.5,26,23.4,25,69.5,22.8,4.1,NA,"l",21.4,23.03,14.62,19.46,36.8,92.4,75.8,NA,NA,21.26,19.47,14.37,23.46,NA,21.31,NA,1.8,"none","none","very good","adult teeth still erupting. tiny white invertebrates found on skin of back (lice?). thdere are hundreds of them.","very slow to go down",3,"6 bacterial swabs collected",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2011-04-23,2011-12-06,NA,"art",2010-12-23,0,NA,NA,NA,2012-04-11,"talek",NA,348,475,17.3,"subadult",2010,"hi","single",2012,"old",12,0.185185185,2,"Q2",NA,NA,NA,NA,-0.823870745399199,0.00189681021816475,-0.325840368073598,0.402550302815857,0.872301882156932,15,13,9,21,15,"subadult",5.60266666666666
"97",97,"p2r3",43,2,"G7",80.29442625,"y",NA,80.22195912,80.36689337,0.102483993,0.127635251,-0.0757461757587442,80.3272495928288,NA,NA,NA,529,"bel",902,2006-08-03,"DNA_14",35,"DNA","O","WB",600,NA,NA,NA,"orig samps, plates 1-4",1,NA,"bel",NA,902,0,"sba,adw,gfs","vulture cd (ft clan)",738957,9839999,"f",NA,"natal","lactating","lactating",62,2,0.8,2006-08-03 00:55:00,2006-08-03 01:00:00,2006-08-03 01:12:00,0,"150.21","565629",0,2,2,0,4,1,3,0,1,"milk",2,3,1,0,NA,NA,NA,NA,"lf",0,0,0,"69/66",69,66,43,NA,NA,NA,7.4,9.7,18.1,10.9,9.5,31.7,53.8,17.8,100.5,22.4,52.5,87,"l",18.5,26.5,26.8,28.1,79,23.8,37.5,NA,"l",21.86,26.1,12.5,19.8,32.3,95.7,76,97.8,22.9,18.7,19.7,11.5,24.9,17.7,16.7,5.2,5.2,"0","none","good",NA,"total volume milk expressed~55 ml",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2006-08-03,NA,2010-04-10,NA,NA,NA,NA,"unk",NA,NA,"fig.tree",NA,NA,NA,53,"adult",NA,NA,NA,2006,"old",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"adult",-0.397333333333336
"98",98,"p2r3",44,2,"G8",75.09801428,"y",NA,75.4783,74.71772856,0.537805221,0.716137738,-0.0757461757587442,75.1333624953541,NA,NA,NA,531,"nana",384,2003-04-06,"DNA_14",46,"DNA","R","WB",485,NA,1,"14-Jul-14","orig samps, plates 1-4",1,NA,"nana",NA,NA,0,"mag,jmk","400 m ne-biggin lh xing",732326,9841396,"f",NA,NA,"lactating, not pregnant","lactating",57.8,2.1,NA,2003-04-05 23:41:00,2003-04-05 23:45:00,2003-04-06 00:01:00,0,NA,NA,0,2,NA,0,5,1,5,0,1,"0",2,NA,NA,0,0,NA,NA,NA,"ti",0,0,0,NA,64,80,29.4,NA,NA,NA,NA,12.5,17,12,9,30.5,53.5,17.9,97.5,22.5,49,83,"r",18,26.5,26.5,28.5,76,23,35.5,NA,"r",21.3,29.7,15,21.7,35.8,103.5,82.5,106.1,23.5,20.3,19.8,14.7,27.4,13.1,13.6,10.2,9.7,"cavities in upper r pm3 & pm4 & upper l pm2 & pm3","none","good","inch-long deep scar on outside upper rt leg; multiple circular scars on back rt heel & inside of back l leg (some fresh, some old); large fresh infected wound on inside of upper rt rear leg (1.5 in long, 1 in wide); old scar on rt scapula 1.5 x 1.5 in; 3-","already has a radio collar
virus iside rt ear",NA,NA,NA,NA,NA,NA,NA,NA,NA,384,NA,NA,NA,2001-07-27,NA,2009-08-09,NA,NA,NA,NA,NA,NA,NA,"mara.river",NA,NA,NA,75,"adult",NA,"low",NA,2003,"old",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"adult",-3.39733333333334
"99",99,"p2r4",10,1,"A10",80.27617341,"y",NA,79.84378189,80.70856493,0.611493951,0.761737792,-0.0140898999733259,80.2667801433511,NA,NA,NA,557,"bab",771,2009-01-22,"DNA_14",75,"DNA","O","WB",500,NA,NA,NA,"orig samps, plates 1-4",1,NA,"bab",NA,771,0,"asf, sld","400m ne-choo",746359,9836110,"f",NA,"natal","bado","bado",55.2,2.1,1,2009-01-21 23:55:00,2009-01-22 00:07:00,2009-01-22 00:12:00,0,NA,NA,0,3,2,0,26,1,6,0,1,"3-saliva",NA,3,1,0,NA,NA,NA,NA,"ti,lf",0,0,0,"63/62",63,62,39,NA,NA,NA,5.9,13,18,12,12,32.5,54,16.5,100.5,25,52,83,"l",19.5,26,24,27.5,79,24,10.04,14.95,"l",22.7,25.1,14.65,14.44,34.68,94.22,77.97,NA,NA,20.57,20.29,14.83,25.25,19.05,19.19,4.91,4.13,"1","none","healthy","scars on chest, leg & scapula & rt shoulder","lps challeneg performed; heavy drooling",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2004-12-03,2005-09-26,NA,"mp",2004-10-30,1,2,NA,NA,2005-08-24,"talek",NA,331,298,50.8,"adult",2004,"med","twin",2009,"old",NA,NA,NA,NA,"15","-0.333333333",1,"Q1 (lowest)",-1.43028171034374,-1.03232022227801,-0.911639077334102,-0.786373111051486,-1.28984454051881,12,12,12,12,10,"adult",2.60266666666666
"100",100,"p2r4",11,1,"A11",77.67786466,"y",NA,76.00271185,79.35301746,2.369023821,3.049805541,-0.0140898999733259,77.6689410566836,NA,NA,"not enough DNA in HpaII rxn",559,"chip",428,2000-06-10,"DNA_14",78,"DNA","O","WB",600,NA,NA,NA,"orig samps, plates 1-4",1,NA,"chip",428,NA,0,"tlm, rvh, kg","call-in #18",733236,9842251,"f",NA,"natal","lactating","lactating",NA,2.5,NA,2000-06-10 02:40:00,2000-06-10 02:43:00,2000-06-10 03:00:00,0,NA,NA,0,4,4,NA,4,1,6,NA,1,NA,2,3,1,0,NA,NA,NA,NA,"ti, lf",0,0,0,"81/81",81,81,28.64,5325,4590000,"hooks, straight",7.2,13,17,NA,7.5,30,54.5,NA,98,24.5,51,86,"l",19.5,25.5,25,29,77,23.5,48.9,NA,"r",21.7,29,14.2,23,34.4,97,78.7,NA,NA,21.4,21.5,12.3,25.3,16.2,16.6,5.8,6.3,"0",NA,"good","mild back, mod lft shoulder rt foreleg","limping on lft forepaw due to healing wound at elbow, there are four functional nipples present but only two are large (used)",1,NA,NA,NA,NA,NA,NA,NA,NA,428,NA,1950.9,NA,2001-06-13,NA,2009-12-13,NA,NA,NA,NA,"lion",2009-12-13,NA,"mara.river",NA,NA,NA,65,"adult",NA,"low",NA,2000,"old",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"adult",-6.39733333333334
"101",101,"p2r4",3,1,"A3",73.88443073,"y",NA,72.69969097,75.0691705,1.675475037,2.267697024,-0.0140898999733259,73.871749820024,NA,NA,NA,537,"whh",248,1999-02-22,"DNA_14",53,"DNA","O","WB",250,NA,NA,NA,"orig samps, plates 1-4",1,NA,"whh",333,NA,0,NA,"phx cd",754542,9835836,"f",1,"natal","bado","bado",30,1.1,NA,1999-02-22 01:10:00,1999-02-22 01:15:00,1999-02-22 01:20:00,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,"ti, lf",0,0,0,"70/68",70,68,NA,NA,NA,NA,NA,14,14.5,NA,10.3,21.5,46,NA,80,19,40,68,"l",17.5,23,23,25,66,23,2.8,NA,"l",21.2,11.3,9.8,18.8,27.5,89.9,61.4,NA,NA,16.8,12.1,8.5,7.5,6.8,7.1,2.9,3,"0","some, may have been measured","good","some bite wound scars (front r leg)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,333,248,359,NA,1998-05-29,1998-10-02,2004-10-22,"nav",1998-02-28,0,NA,NA,2004-10-15,1999-01-03,"talek","tk",216,309,11.8,"cub",1998,"low","single",1999,"old",14,-0.083333333,2,"Q2",NA,NA,NA,NA,2.10163464730507,2.46977700446074,0.0842187284087594,-0.308443025469227,-0.604977539355773,12,12,10,12,12,"cub",-7.39733333333334
"102",102,"p2r4",4,1,"A4",76.60807951,"y",NA,76.7386959,76.47746312,0.184719473,0.241122705,-0.0140898999733259,76.5958682633565,"low conc",NA,NA,543,"eco",486,2000-07-21,"DNA_14",60,"DNA","R","WB",555,NA,1,"14-Jul-14","orig samps, plates 1-4",1,NA,"eco",NA,NA,0,"rvh, kg","prozac territory",730982,9839743,"f",NA,"natal","lactating","lactating",57,2,NA,2000-07-21 02:44:00,2000-07-21 02:55:00,2000-07-21 03:12:00,0,NA,NA,0,4,1,NA,3,1,3,NA,1,NA,NA,3,1,0,NA,NA,NA,NA,"lf",0,0,0,"68/65",68,65,34.5,17825,6585000,"none",7.2,12.5,17,NA,9,29.5,51,NA,91.5,21.5,48.5,79,"l",18,24,25,28.5,77.5,24,39.5,NA,"l",21.4,28.3,15,21.9,35.7,101.5,83.2,NA,NA,21.4,20,13,17.5,16.5,17.4,5.9,5.1,"broken lolftcan, cavity lolftcan",NA,"good","mod rt thigh lft side","blonde female with dark spots, may be wary of car - first dart broke on impact but didn't inject so darted a second time",3,NA,NA,NA,NA,NA,NA,NA,NA,486,NA,1320.9,NA,2001-08-09,NA,2006-02-25,NA,NA,NA,NA,"lions",2006-02-25,NA,"mara.river",NA,NA,NA,44,"adult",NA,"low",NA,2000,"old",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"adult",-6.39733333333334
"103",103,"p2r4",5,1,"A5",79.81861878,"y",NA,80.16452097,79.47271659,0.48917957,0.612863988,-0.0140898999733259,79.8068771966889,NA,NA,NA,552,"guci",753,2007-06-23,"DNA_14",70,"DNA","O","WB",300,NA,NA,NA,"orig samps, plates 1-4",1,NA,"guci",753,753,0,"asf,keh, ljc,","600 m sw of ncmd",744509,9840424,"f",NA,"natal","lactating","lactating",51,2.2,1,2007-06-23 00:34:00,2007-06-23 00:39:00,2007-06-23 00:47:00,0,"151.431","496438",0,2,NA,0,4,1,5,0,1,"0",2,3,1,0,NA,NA,NA,NA,"lf, ticks",0,0,0,"77/77",77,77,37.8,NA,NA,NA,8,11.5,17,10.4,10.6,29,53,17.4,98,22.5,50,85,"r",18,25,26,27,74.5,23,30.97,NA,"r",22.13,28.99,15.93,22.36,38.93,103.18,84.19,NA,NA,23.6,21,14.39,29.19,21.3,21.3,4,4,"0","none","excellent","2 scars on inside of left leg. virus spots on ears","milk expressed without oxytocin",1,"mouth ph=8.0; milk expressed without oxytocin",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2004-05-31,2004-09-01,2012-01-24,"zc",2004-02-05,0,NA,"unk",NA,NA,"talek",NA,209,NA,40.5,"adult",2004,"med","single",2007,"old",5,0.466666667,3,"Q3","9","0.058823529",2,"Q2",-1.48783155788458,-0.679333061284439,-1.16510967268721,-1.10661327009135,0.412979709081557,10,12,12,12,12,"adult",0.602666666666664
"104",104,"p2r4",6,1,"A6",77.87569081,"y",NA,79.55295547,76.19842615,2.372010433,3.04589328,-0.0140898999733259,77.8644188900213,NA,NA,NA,553,"mig",126,2008-12-05,"DNA_14",71,"DNA","O","WB",300,NA,NA,NA,"orig samps, plates 1-4",1,NA,"mig",NA,126,0,"asf, ljc, bk","200m sw-ncm den",744827,9840668,"m",NA,"immigrant","ok","ok",42.8,2.2,NA,2008-12-05 00:01:00,2008-12-05 00:09:00,2008-12-05 00:27:00,0,"150.74","476689",0,4,4,0,6,1,9,1,1,"0",2,3,1,0,NA,NA,NA,NA,NA,0,0,0,"66/71",66,71,28,NA,NA,NA,NA,12,15.5,12,9,28,50,16,89,18.5,44.5,70.5,"l",18.5,25,25.5,25.5,70.5,22.5,42.5,35.75,"r",20.82,27.9,14.52,20.34,34.4,96.29,79.82,NA,NA,20.46,19.64,14.36,25.92,11.52,10.55,10.56,10.75,"3","none","normal","scars on rt haunch & back left leg","a little skinny but ok, hip bones jutting out. successfully electroejaculated; rt testical larger than left; erect penis curves sharply downward (all others thus fr have been straight)",NA,NA,NA,NA,NA,"96.8",NA,NA,NA,NA,NA,0,NA,1994-09-06,NA,2010-02-02,NA,NA,NA,NA,NA,NA,NA,"talek","tk",NA,NA,126,"adult",NA,NA,NA,2008,"old",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"adult",1.60266666666666
"105",105,"p2r4",7,1,"A7",79.53435527,"y",NA,80.62160552,78.44710502,1.537604049,1.933257702,-0.0140898999733259,79.5235530133538,NA,"low 230",NA,554,"sbl",759,2009-02-25,"DNA_14",72,"DNA","O","WB",500,NA,NA,NA,"orig samps, plates 1-4",1,NA,"sbl",NA,759,0,"asf, bk","300m nw top talek lugga",744679,9839974,"f",NA,"natal","lactating","lactating",52.2,2.2,1,2009-02-25 03:10:00,2009-02-25 03:14:00,2009-02-25 03:26:00,0,NA,NA,0,3,2,0,33,1,4,0,1,"0",2,0,0,0,NA,NA,NA,NA,"tsetses",0,0,0,"59",59,NA,35.2,NA,NA,NA,7.2,12,16,11,9.5,30,51,19.5,95.5,24,46,75,"r",19.5,26,27,28,77,25,14.35,14.52,"4",23.16,29.22,14.22,21.88,37.29,98.08,78.88,NA,NA,21.56,19.73,13.44,25.65,17.43,17.18,5.24,4.34,"0","none","normal","warts around anus-photos taken","lps challenge; attached by 2 female lions after darters left",NA,"has a third nipple (small)",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2004-10-05,2005-04-11,2013-04-08,"adon",2004-07-21,1,1,NA,NA,2005-09-07,"talek","tl",264,413,55.2,"adult",2004,"med","twin",2009,"old",2,0.866666667,4,"Q4","8","0.333333333",3,"Q3",-1.1639081302976,-1.07473928025148,-0.819403944025056,-1.07377920319485,-1.17864022493214,12,12,12,10,12,"adult",2.60266666666666
